,user,id,created_at,text
0,BooYond,862819611171057665,2017-05-12 00:00:00,Listen to GAIN SHIT by BooYond http://gainco1.com/#song-27684470-gain-shit … #ADVERTISING #GOT7 #MUFC #NationalEatWhatYouWantDay #Eurovision #MALIBUTODAY
1,easy_elimu,862819626400575488,2017-05-12 00:00:04,Kenya Certificate Of Secondary Education(KCSE 2014) Physics Paper 2 http://goo.gl/20iTJK  #MUFC pic.twitter.com/fL9TCFvOjl
2,LatestMUFCNews0,862819627503505409,2017-05-12 00:00:04,Manchester United manager Jose Mourinho reacts to Eric Bailly red card http://dlvr.it/P70HbF  #MUFC
3,LatestMUFCNews0,862819630150148098,2017-05-12 00:00:04,Manchester United 1-1 Celta Vigo: Match Report & Player Ratings http://dlvr.it/P70Hbg  #MUFC
4,LatestMUFCNews0,862819632595353605,2017-05-12 00:00:05,"Manchester United defender Eric Bailly will miss Europa League final for being 'naive', ad... http://dlvr.it/P70Hgx  #MUFC"
5,LatestMUFCNews0,862819638651961344,2017-05-12 00:00:06,Eric Bailly’s red card should have been yellow against Celta Vigo: Mourinho http://dlvr.it/P70Hmk  #MUFC
6,RedDevilsNews_,862819639943864320,2017-05-12 00:00:07,Manchester United manager Jose Mourinho reacts to Eric Bailly red card http://dlvr.it/P70Hsf  #MUFC
7,RedDevilsNews_,862819643055939584,2017-05-12 00:00:07,Manchester United 1-1 Celta Vigo: Match Report & Player Ratings http://dlvr.it/P70HtX  #MUFC
8,RedDevilsNews_,862819644955963392,2017-05-12 00:00:08,"Manchester United defender Eric Bailly will miss Europa League final for being 'naive', ad... http://dlvr.it/P70Hvg  #MUFC"
9,RedDevilsNews_,862819646776328192,2017-05-12 00:00:08,Eric Bailly’s red card should have been yellow against Celta Vigo: Mourinho http://dlvr.it/P70Hwm  #MUFC
10,BooYond,862819650735923200,2017-05-12 00:00:09,Listen to MINUTE MAID by BooYond http://gainco1.com/#song-27671872-minute-maid … #ADVERTISING #GOT7 #MUFC #NationalEatWhatYouWantDay #Eurovision #MALIBUTODAY
11,trendinaliaPK,862819657836675072,2017-05-12 00:00:11,"⒈ #MUFC
⒉ #ShabeBaraatMeinBOL
⒊ United
⒋ #ShabeTaubaTvOne
⒌ #CustomerObsessed

2017/5/12 04:55 PKT #trndnl http://www.trendinalia.com/twitter-trending-topics/pakistan/pakistan-today.html …"
12,MUFCgifts,862819681949945856,2017-05-12 00:00:17,Timothy Fosu-Mensah | Manchester United Player Profile  #MUFC http://youtu.be/WCS_YXzAhq0 
13,jaunmatafc,862819683216506880,2017-05-12 00:00:17,"สังเวียนนัดชิงชนะเลิศ ยูฟ่ายูโรป้าลีก 2017
Friends Arena เมืองสต็อกโฮม ประเทศ สวีเดน 
คิกออฟ เวลา 01.45 น. คืนวันที่ 24 พฤษภาคม 2560 
#MUFC pic.twitter.com/L6dFdgB0pb"
14,trendinaliaZA,862819683891691520,2017-05-12 00:00:17,"⒈ #MUFC
⒉ #Afropunk
⒊ Solange
⒋ Bailly
⒌ Ajax

2017/5/12 01:55 SAST #trndnl http://www.trendinalia.com/twitter-trending-topics/southafrica/southafrica-today.html …"
