,user,id,created_at,text
0,JohnM_foto,867168716185796609,2017-05-24 00:01:47,Selective Colour Photo of a Red Phone Box #Adobe #Red #Phonebox #Coventgardens #London #Photography #Lightroom pic.twitter.com/u8219q5seV
1,AnthonyMorganti,867171075674787840,2017-05-24 00:11:10,Episode 16 - Photography is my Passion Podcast - #Photography #Lightroom #Photoshophttp://tinyurl.com/h6xc6zc 
2,_thiagokiedis,867171515762135042,2017-05-24 00:12:55,"Ah, as luzes... 
@drewsws
#lightroom #lights #piscapisca #d3300 #nikon #pic @ Polo Norte https://www.instagram.com/p/BUdFztIFBZK/ "
3,PhotoWorkout,867175120175017985,2017-05-24 00:27:14,"Download The Best FREE Lightroom Presets https://photoworkout.com/best-free-lightroom-presets/ …
#Lightroom #Presets #Photographypic.twitter.com/EPyRXQWbr1"
4,shotkit,867177111181819904,2017-05-24 00:35:09,Here's a 100% Free Lightroom Presets Bundle for you to download right now: http://bit.ly/2q9j4C3  #Lightroom #Presets #Photographypic.twitter.com/gW9MlOixbZ
5,Don_Grifeer,867177338089295872,2017-05-24 00:36:03,"I just downloaded the 5 FREE ""VAN"" Presets for Adobe #Lightroom by @stevenvan_ http://youtu.be/yyFpVM9-XE4  http://slfy.co/p/SKD1  vía @Sellfy"
6,fvgerungan,867180934117953537,2017-05-24 00:50:20,"If you...
#instagram #room #vintage #fade #vsco #lightroom https://www.instagram.com/p/BUdKF4rFCSN/ "
7,KennedyRMenezes,867181048257421313,2017-05-24 00:50:48,"CALM
.
@cacauoliveira03
.
#photo #photography #shotzdelight #lightroom #canon #fatalframe… https://www.instagram.com/p/BUdKJG5hbFa/ "
8,morgenrot2010,867184555186307073,2017-05-24 01:04:44,"5,000万画素時代のRAWファイルを現像ソフト【Lightroom】で快適動作させるPCのスペック http://nature-photoartist.com/post-2659/  pic.twitter.com/yc2C5XEgQq #Lightroom"
9,AnthonyMorganti,867186170807152640,2017-05-24 01:11:09,Learn Lightroom 5 - Part 42: Quickly Filter & Pick Your Best Image - #Photography #Lightroom #Photoshophttp://tinyurl.com/jq9klkg 
10,Adl_aba,867188007669043201,2017-05-24 01:18:27,"Partner kopsis ter mengong
#photography #canon #700d #adobe #lightroom #graduation… https://www.instagram.com/p/BUdNTy-jZiH/ "
11,juan_paz_42,867189625932140545,2017-05-24 01:24:53,"La tizzi Rocha ;)
Probando app #lightroom https://www.instagram.com/p/BUdOC58g3Cb/ "
12,PhotoWorkout,867191963321348096,2017-05-24 01:34:10,"We found this super pack of premium presets for just $29  >> http://phowo.co/2pg77Wi  

#Lightroom #Presets #Photographypic.twitter.com/bXVwCk28eY"
