id,created_at,text
869704436641300480,2017-05-30 23:57:50,"от @flas_ko 
#опросотбатона
1.кк
2.пилоты :3
3.многа
4.тви
5.
6. https://t.co/G8W49eqNMa"
869671106193522688,2017-05-30 21:45:24,"От @Staci_Echelon ❤️
#ОпросОтБатона 
1.Скинс,Шерлок 
2.много
3.песдец очень много
4.и то,и то https://t.co/8msAYmvng7"
869666786437935105,2017-05-30 21:28:14,"#ОпросОтБатона от @_pew__pew_ 
1.Мистер Робот и Волчонок
2.Много
3.⬆
4.50/50
5.🖤
6.Our Last Night - Sunrise https://t.co/CYAkzeHzP2"
869665906124869633,2017-05-30 21:24:44,"RT @_pew__pew_: #ОпросОтБатона от @BlefDan 
1. Много
2. ОЧЕНЬ МНОГО
3. Всех и вся
4. Твиттер
5. 
6. 5 seconds of summer - jet black heart h…"
869660596958093316,2017-05-30 21:03:38,"От @alisa221101 
#ОпросОтБатона
1.все
2.BTS
3.Юнмины,Вигуки
4.Оба
6.(cover Jungkook ft Taehyung)–I will give everyt… https://t.co/FSHUtVe2UN"
869659381071269888,2017-05-30 20:58:48,"RT @alisa221101: Опрос от @ShafranovaDari 
#ОпросОтБатона 
1.Шерлок
2.BTS,EXO
3.Юнмины и Вигуки
4.Оба, не могу выбирать
6.B-Day - ikon http…"
869656244717588480,2017-05-30 20:46:20,"От @Sergeeva_ne 💞
1 пропогейник ♡
2 их много. Сейчас залипаю на Milky Chance 
3 верхую и лазанью
4 вк… https://t.co/A8znHYyxFZ"
869654549690281984,2017-05-30 20:39:36,"От @chertovkotik 
#ОпросОтБатона
1.Оранжевый хит сезона
2.Сорян слишком сложна
3.Сэм/Габриэль
4.Вк
6. New Politics–… https://t.co/Smso8PAMZs"
869653746447507457,2017-05-30 20:36:25,"От @theruther69 
1 Лучше бы про аниме и дорамы спросили
2 Bts, monstaX, got7, lumen
3 У меня бесконечное множество… https://t.co/IWPmLveb53"
869653659138871296,2017-05-30 20:36:04,"#ОпросОтБатона тэгнул @Andrianov_Rin

1. Skins💁🏻
2. Dead by April
3.ОЧ много кого, я ж фэндомный шлюх (КанеХиде, Ви… https://t.co/cJnjnSC5sR"
869652356044083203,2017-05-30 20:30:53,"От @_daria_leo_ #ОпросОтБатона  1. Мерлин2. Lumen3. Ганнигрэм, майстред, споунз😏4. Тви5. Аж 26. Fall Out Bo… https://t.co/AYcyfocj6K"
869652288561926148,2017-05-30 20:30:37,"От @mertvaya_ya 
#ОпросОтБатона 
Много
Много
Много
Тви https://t.co/D5nkXURr8K"
869650738154283008,2017-05-30 20:24:27,"RT @catalyst075: От @natalia_noviko
#ОпросОтБатона
Стартрек, СПН, Шерлок
Linkin Park
Много кого)
Все
Ленте, потому что передавать бесполезн…"
