2017-05-29 23:59:55,"b'\xd0\x9c\xd0\xbd\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe ""\xd0\x9d\xd0\xb0\xd0\xb2\xd0\xb0\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xb9: \xd0\x94\xd1\x80\xd1\x83\xd0\xb6\xd0\xba\xd0\xbe \xd0\xa8\xd0\xbe\xd1\x83 - \xd0\xba\xd1\x80\xd0\xb5\xd0\xbc\xd0\xbb\xd0\xb5\xd0\xb2\xd1\x81\xd0\xba\xd0\xb8\xd0\xb9 \xd0\xbf\xd1\x80\xd0\xbe\xd0\xb5\xd0\xba\xd1\x82, \xd0\xbd\xd0\xbe'"
2017-05-29 23:59:53,b'RT @zvezdanews: \xd0\xa4\xd0\xbe\xd0\xbd\xd1\x82\xd0\xb0\xd0\xbd \xd0\xba\xd0\xb8\xd0\xbf\xd1\x8f\xd1\x82\xd0\xba\xd0\xb0 \xd0\xb4\xd0\xbe \xd1\x81\xd0\xb5\xd0\xb4\xd1\x8c\xd0\xbc\xd0\xbe\xd0\xb3\xd0\xbe \xd1\x8d\xd1\x82\xd0\xb0\xd0\xb6\xd0\xb0: \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe \xd0\xba\xd0\xbe\xd0\xbc\xd0\xbc\xd1\x83\xd0\xbd\xd0\xb0\xd0\xbb\xd1\x8c\xd0\xbd\xd0\xbe\xd0\xb9 \xd0\xba\xd0\xb0\xd1\x82\xd0\xb0\xd1\x81\xd1\x82\xd1\x80\xd0\xbe\xd1\x84\xd1\x8b \xd0\xb2 \xd0\x9a\xd0\xb8\xd0\xb5\xd0\xb2\xd0\xb5\n\xd0\x92\xd0\x98\xd0\x94\xd0\x95\xd0\x9e: https://t.co/dpgCmSA8Ce\n\n#\xd0\x9a\xd0\xb8\xd0\xb5\xd0\xb2 #\xd1\x84\xd0\xbe\xd0\xbd\xd1\x82\xd0\xb0\xd0\xbd #\xd0\xba\xd0\xb8\xd0\xbf\xd1\x8f\xe2\x80\xa6'
2017-05-29 23:59:44,"b'\xd0\x9c\xd0\xbd\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe ""\xd0\xa4\xd0\x98\xd0\x9d\xd0\x90\xd0\x9b\xd0\xac\xd0\x9d\xd0\x90\xd0\xaf \xd0\x91\xd0\x98\xd0\xa2\xd0\x92\xd0\x90 \xd0\x9d\xd0\x9e\xd0\x92\xd0\x9e\xd0\x93\xd0\x9e \xd0\x92\xd0\x95\xd0\x9d\xd0\x9e\xd0\x9c\xd0\x90 \xd0\x98 \xd0\xa1\xd0\x9a\xd0\x9e\xd0\xa0\xd0\x9f\xd0\x98\xd0\x9e\xd0\x9d\xd0\x90! \xd0\x92\xd0\x95\xd0\x9d\xd0\x9e\xd0\x9c (2017)""'"
2017-05-29 23:59:42,"b'\xd0\x9c\xd0\xbd\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe ""TOONTRACK\xc2\xb4S MADE OF METAL EZX - JAMMING TEST - PRESETS - HQ HD"" (https://t.co/knxGJOgzYR)'"
2017-05-29 23:59:40,"b'\xd0\x9c\xd0\xbd\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe ""\xd0\x9c\xd1\x83\xd0\xb6\xd0\xb8\xd0\xba \xd1\x80\xd0\xb5\xd1\x88\xd0\xb8\xd0\xbb \xd0\xbf\xd0\xbe\xd0\xb4\xd0\xb2\xd0\xb5\xd0\xb7\xd1\x82\xd0\xb8 \xd1\x81\xd0\xb8\xd0\xbc\xd0\xbf\xd0\xb0\xd1\x82\xd0\xb8\xd1\x87\xd0\xbd\xd1\x83\xd1\x8e \xd0\xbd\xd0\xb5\xd0\xb7\xd0\xbd\xd0\xb0\xd0\xba\xd0\xbe\xd0\xbc\xd0\xba\xd1\x83""'"
2017-05-29 23:59:36,"b'\xd0\x9c\xd0\xbd\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe ""Zelda-like Custom Camera: Instant room transitions in Godot"" (https://t.co/Kpys9ezfwU) \xd0\xbd\xd0\xb0'"
2017-05-29 23:59:33,b'\xd0\x9c\xd0\xbe\xd0\xbc\xd0\xb5\xd0\xbd\xd1\x82 \xd1\x80\xd0\xb0\xd0\xb7\xd1\x80\xd1\x83\xd1\x88\xd0\xb5\xd0\xbd\xd0\xb8\xd1\x8f \xd0\xbf\xd0\xb8\xd1\x80\xd0\xb0\xd0\xbc\xd0\xb8\xd0\xb4\xd1\x8b \xd0\x93\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb4\xd0\xb0 \xd0\xbf\xd0\xbe\xd0\xbf\xd0\xb0\xd0\xbb \xd0\xbd\xd0\xb0 \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe'
2017-05-29 23:59:29,"b'\xd0\x9c\xd0\xbd\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xbb\xd0\xbe\xd1\x81\xd1\x8c \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe ""Top 5 DUMBEST Reasons STUDENTS Got ARRESTED! (Stupid School Teachers, Huge Mistake, Yearbook)""'"
2017-05-29 23:59:19,b'RT @ComradZampolit: #\xd0\xa3\xd1\x80\xd0\xb0\xd0\xb3\xd0\xb0\xd0\xbd \xd0\xb2 \xd0\x9c\xd0\xbe\xd1\x81\xd0\xba\xd0\xb2\xd0\xb5 \xd0\xb2\xd0\xb0\xd0\xbb\xd0\xb8\xd1\x82 \xd0\xb1\xd0\xb0\xd1\x88\xd0\xb5\xd0\xbd\xd0\xbd\xd1\x8b\xd0\xb5 \xd0\xba\xd1\x80\xd0\xb0\xd0\xbd\xd1\x8b\n\xd0\x92\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe \xd0\xb8\xd0\xb7 \xd0\xb8\xd0\xbd\xd1\x81\xd1\x82\xd0\xb0\xd0\xb3\xd1\x80\xd0\xb0\xd0\xbc\xd0\xbc\xd0\xb0 https://t.co/r5jmgO0BVa'
2017-05-29 23:59:11,"b'\xd0\x92\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe ""DAX - ""Cash Me Outside"" Ft Danielle Bregoli (Official Music Video)"" (https://t.co/EM4Mp5sUSb) \xd0\xbd\xd0\xb0 @YouTube'"
