,id,created_at,text
111,686361327242211328,2016-01-11 01:37:47,#minmalism #mobilephotography #truphotography #vstu #vscocam #vscovolgograd #minimal #volgograd… https://www.instagram.com/p/BAYW29bMPJl/ 
112,686361611372748802,2016-01-11 01:38:54,#minmalism #mobilephotography #truphotography #vstu #vscocam #vscovolgograd #minimal #volgograd… https://www.instagram.com/p/BAYW_MbMPJ0/ 
113,695311002133344256,2016-02-04 18:20:35,Visual Studio Tools for Unity 2.2: https://blogs.msdn.microsoft.com/visualstudio/2016/02/04/visual-studio-tools-for-unity-2-2/ … with an even better integration with Unity! #unity3d #vstu #VisualStudio
114,695615402093641728,2016-02-05 14:30:10,#Microsoft announced the #VisualStudio Tools for #Unity 2.2 release: http://bit.ly/1nLvh9X  #VSTU via @jbevain
115,696698859897143296,2016-02-08 14:15:26,Visual Studio Tools para #Unity 2.2: novedades desde el blog de Microsoft:  http://ow.ly/Y41Rk  #VSTU
116,699894047566077952,2016-02-17 09:51:58,#ВолгГТУ #ПрикладнаяМеханика #VSTU #vstudents  https://www.instagram.com/p/BB4g0_Owcs7/ 
117,700273945363247105,2016-02-18 11:01:33,"#ХТ_141 #химичим 
#ВолгГТУ #VSTU #vstudents https://www.instagram.com/p/BB7NlYVQcgq/ "
118,702134610533097473,2016-02-23 14:15:10,The @VisualStudio team announced the Visual Studio Tools for #Unity 2.2 release: http://bit.ly/1nLvh9X  #VSTU plus http://bit.ly/1T3rSko 
119,705384222933000192,2016-03-03 13:27:58,"Возле любимого #политех'а 
#ВолгГТУ #ХТФ #VSTU #vstudents https://www.instagram.com/p/BCfheGKQcrM/ "
120,707877839849267200,2016-03-10 10:36:43,"With my dear 
#friendship #university #vstu
С любимой блондинкой  мечты 
#любимка… https://www.instagram.com/p/BCxPb5NIERe/ "
121,709439810969018368,2016-03-14 18:03:26,Make sure to stop by our booth at #GDC16 for great conversation and stickers! (DoT not included.) #dotnet #vstu pic.twitter.com/I2B37ud1uH
122,710395552538693632,2016-03-17 09:21:12,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BDDIW9ABUwR/ 
123,716282870533259265,2016-04-02 15:15:18,"Had a blast talking with folks about #dotnet, #gamedev and #vstu at #build2016! See you guys next year!"
124,716964960501383169,2016-04-04 12:25:41,Tried #VSTU #Build2016 great experience!pic.twitter.com/eZWRgJFNb1
125,717440689710051331,2016-04-05 19:56:04,Use conditional breakpoints in #VisualStudio to debug your #unity3d games. #vstu #unitytips #gamedev #indiedevpic.twitter.com/gZBKenk6YO
126,720727905467310081,2016-04-14 21:38:17,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BEMi-CChU1e/ 
127,722140970926661632,2016-04-18 19:13:18,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BEWljpCBU_Z/ 
128,723212382663659522,2016-04-21 18:10:43,My first foray as a big shot ad producer: https://www.youtube.com/watch?v=wX859ua_JSs … #unity3d #VisualStudio #vstu
129,729636729725059072,2016-05-09 11:38:47,#волгоград #Волгоград #ВолгГТУ #VSTU #СтудСоветФТПП #СтуденческийСоветФТПП #ВДвиженииФТПП #СтудСоветВолгГТУ #Студен…pic.twitter.com/70Gg5K7nG7
130,729787369776369665,2016-05-09 21:37:22,#волгоград #Волгоград #ВолгГТУ #VSTU #ФТПП #СтуденческийСоветФТПП #СтудСоветФТПП #ВДвиженииФТПП #VSTUdents #Студенч…pic.twitter.com/ewdk8aRnqp
131,729787384615817217,2016-05-09 21:37:25,#волгоград #Волгоград #ВолгГТУ #VSTU #ФТПП #СтуденческийСоветФТПП #СтудСоветФТПП #ВДвиженииФТПП #VSTUdents #Студенч…pic.twitter.com/8HrRBzUrp5
132,729953292499980288,2016-05-10 08:36:41,#волгоград #Волгоград #ВолгГТУ #VSTU #ФТПП #СтуденческийСоветФТПП #СтудСоветФТПП #ВДвиженииФТПП #VSTUdents #Студенч…pic.twitter.com/F6TwUBTY0E
133,729968227028221952,2016-05-10 09:36:02,#волгоград #Волгоград #ВолгГТУ #VSTU #ФТПП #СтудСоветФТПП #СтуденческийСоветФТПП #ВДвиженииФТПП #СтудСоветВолгГТУ #…pic.twitter.com/7bn7YvfPoO
134,731431903958577152,2016-05-14 10:32:09,А нам и тут не плохо платят. http://vstu.ru/news/2016/05/13/volggtu-sredi-luchshikh.html … #vstu #ВолгГТУ
135,732505345512198144,2016-05-17 09:37:38,"ВолгГТУ
#hamafamily #Volgograd #vstu #ВолгГТУ #Волгоград #студент http://hamafamily.com/ru/%d0%b2%d0%be%d0%bb%d0%b3%d0%be%d0%b3%d1%80%d0%b0%d0%b4/%d0%b2%d0%be%d0%bb%d0%b3%d0%b3%d1%82%d1%83/ …pic.twitter.com/LA2UEQOSE7"
136,738358578973528064,2016-06-02 13:16:17,"Подготовка к экзаменам идет самым ходом 
#Vitebsk #VSTU #summer @ Vitebsk State Technological… https://www.instagram.com/p/BGJ0d-wD4ga/ "
137,738688696170348545,2016-06-03 11:08:03,RT @MelloMelonJuice: Arrival of Summer we're giving away a fridge full- F+RT TO #WIN http://buff.ly/20TmS1D  pic.twitter.com/wGGTdrZ8so #vstu
138,749376801743335424,2016-07-02 22:58:46,"Bài hát về VSTU (песня про ВолгГТУ)
#vstu #song #politex #volgograd http://hamafamily.com/thsvol/bai-hat-ve-vstu-pesnya-pro-vstu/ …pic.twitter.com/7PUAt1IVNo"
139,750996851625648132,2016-07-07 10:16:16,"Bài hát về VSTU (песня про ВолгГТУ)
#vstu #ВолгГТУ http://svoler.com/hoat-dong/bai-hat-ve-vstu-%d0%bf%d0%b5%d1%81%d0%bd%d1%8f-%d0%bf%d1%80%d0%be-%d0%b2%d0%be%d0%bb%d0%b3%d0%b3%d1%82%d1%83/ …"
140,750996998044651520,2016-07-07 10:16:51,"Bài hát về VSTU (песня про ВолгГТУ)
#vstu #ВолгГТУ... http://fb.me/2TWFT4O9N "
141,753684255004356609,2016-07-14 20:15:03,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BH2tyCnDqk1/ 
142,756107978848075776,2016-07-21 12:46:04,Visual Studio Tools for Unity 2.3 #vstu http://hut41.com/visual-studio-tools-unity-2-3/ …
143,773813145332842504,2016-09-08 09:20:05,#vstu#волггту#кто#ппп @ Volgograd State Technical University https://www.instagram.com/p/BKFvV1LAwPntpEaVmMMlbdEEHBoQ3IjAQ2eYSY0/ …
144,791162681214509056,2016-10-26 06:20:56,SUPPORT OUR VOLLEYBALL GIRLS TOMORROW ITS SENIOR NIGHT TOO  #vsTU #630 #lastgameoftheseason #bethere
145,796467411839057920,2016-11-09 21:40:03,"working process))) yes, sometimes we work. 
#vstu #design #clothespic.twitter.com/ic8BEBcPLF"
146,797205246720299008,2016-11-11 22:31:56,"
#Vitebsk #VSTU #november @ Vitebsk State Technological University https://www.instagram.com/p/BMr81oxA3sF/ "
147,799001024564523009,2016-11-16 21:27:43,"Однако цикл ""Творчество в универе"" продолжается. #art #university #vstu #boring #nothing… https://www.instagram.com/p/BM4tdlzg2EZ/ "
148,801717133843406848,2016-11-24 09:20:34,"Цикл ""Творчество в универе"". Часть 3. #art #university #vstu #boring #nothing #coffee #hipster… https://www.instagram.com/p/BNMAmuRBLkL/ "
