2017-05-31 00:00:00,28
2017-05-31 01:00:00,20
2017-05-31 02:00:00,27
2017-05-31 03:00:00,21
2017-05-31 04:00:00,19
2017-05-31 05:00:00,17
2017-05-31 06:00:00,31
2017-05-31 07:00:00,37
2017-05-31 08:00:00,52
2017-05-31 09:00:00,51
2017-05-31 10:00:00,45
2017-05-31 11:00:00,64
2017-05-31 12:00:00,76
2017-05-31 13:00:00,67
2017-05-31 14:00:00,68
2017-05-31 15:00:00,63
2017-05-31 16:00:00,141
2017-05-31 17:00:00,98
2017-05-31 18:00:00,173
2017-05-31 19:00:00,204
2017-05-31 20:00:00,139
2017-05-31 21:00:00,92
2017-05-31 22:00:00,57
2017-05-31 23:00:00,87
